asr,diar,method,clip_id,language,duration,n_speakers,speakers,overlap_frac_of_speech,overlap,hyp_missing,WER,cpWER,WDER,DER,JER,DER_ctrl,JER_ctrl,n_units,n_applied,n_words_relabelled,rogue,wer_errors,wer_len,cp_errors,cp_len,wder_errors,wder_len,err_miss_sec,err_fa_sec,err_conf_sec,ref_speech_sec,sys,sys_ctrl
indicconformer,pyannote31,baseline,NuhdqCEuIBo__000197000_000540000,Punjabi,343.0000,3,3,0.0562,mid (2.2%-7.0%],False,72.2425,72.5347,7.9523,22.2323,33.6919,22.5137,35.6268,,,,,989.0000,1369.0000,993.0000,1369.0000,40.0000,503.0000,27.0860,18.9030,33.0180,355.3700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,O4_aeGFzZ8A__000000000_000335000,Kannada,335.0000,8,5+,0.0004,low (<=2.2%),False,61.6809,61.6809,1.3216,14.9567,16.3028,15.0247,11.4708,,,,,433.0000,702.0000,433.0000,702.0000,6.0000,454.0000,26.8330,20.9160,0.3920,321.8700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,OXUt5KnlUMo__000091000_000181000,Odia,90.0000,2,2,0.0000,low (<=2.2%),False,75.0000,74.5968,7.9646,29.3262,42.8562,27.4389,39.0269,,,,,186.0000,248.0000,185.0000,248.0000,9.0000,113.0000,6.4090,3.6200,15.3000,86.3700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,OxYCBQKZ3iY__000000000_001822000,Punjabi,1822.0000,7,5+,0.0659,mid (2.2%-7.0%],False,100.0000,100.0000,81.2407,31.0498,39.3142,36.9344,45.2456,,,,,5525.0000,5525.0000,5525.0000,5525.0000,1087.0000,1338.0000,142.9350,81.2580,305.6010,1706.2700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,PCUA2q2C-2A__000045000_000107000,Devanagari (hi/mr),62.0000,3,3,0.0063,low (<=2.2%),False,29.8701,31.8182,1.3889,4.5676,6.6937,4.5676,6.1890,,,,,46.0000,154.0000,49.0000,154.0000,2.0000,144.0000,1.1610,1.5900,0.0220,60.7100,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,PEDfT9-Yf2o__000000000_000469000,Bengali,469.0000,3,3,0.0110,low (<=2.2%),False,38.7250,40.9134,2.3438,6.1331,7.9750,6.3383,8.1751,,,,,407.0000,1051.0000,430.0000,1051.0000,18.0000,768.0000,13.6510,2.6000,8.4410,402.6000,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,PQB3-4sZUeY__000000000_001132000,Telugu,1132.0000,4,4,0.1069,high (>7.0%),False,89.5833,91.1045,32.0290,34.1657,46.8812,37.0485,49.0956,,,,,2709.0000,3024.0000,2755.0000,3024.0000,221.0000,690.0000,91.0530,54.5790,240.3860,1129.8400,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,PRAzUz0GANs__000223000_000283000,Kannada,60.0000,2,2,0.0822,high (>7.0%),False,85.5670,85.5670,10.8434,38.5664,49.6199,35.0359,41.7102,,,,,166.0000,194.0000,166.0000,194.0000,9.0000,83.0000,6.2920,5.1080,12.7850,62.7100,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,PSIzXy5-y2E__000002000_000918000,Devanagari (hi/mr),916.0000,3,3,0.0434,mid (2.2%-7.0%],False,69.7984,70.9677,5.5994,32.2778,30.1979,32.5973,29.7835,,,,,1731.0000,2480.0000,1760.0000,2480.0000,71.0000,1268.0000,152.6180,77.1650,57.4250,889.8000,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,PVDfS7lcJHY__000000000_000360000,Kannada,360.0000,6,5+,0.1127,high (>7.0%),False,83.7838,84.7490,14.2029,22.1505,29.8449,32.3047,41.9134,,,,,868.0000,1036.0000,878.0000,1036.0000,49.0000,345.0000,34.6890,13.2250,37.2700,384.5700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,Pjre5dpnKGA__000000000_000330000,Kannada,330.0000,4,4,0.0933,high (>7.0%),False,83.3550,83.3550,11.6788,22.1998,44.7925,26.7143,49.5259,,,,,641.0000,769.0000,641.0000,769.0000,32.0000,274.0000,24.4840,13.9590,36.0750,335.6700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,QhpjuNTZoA8__000000000_000586000,Kannada,586.0000,3,3,0.0512,mid (2.2%-7.0%],False,73.6005,91.7939,37.1122,32.5650,50.4342,32.7247,50.6914,,,,,1157.0000,1572.0000,1443.0000,1572.0000,311.0000,838.0000,39.7620,10.1270,149.2430,611.4900,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,QuA_B6IZ6Ls__000061000_001863000,Devanagari (hi/mr),1802.0000,4,4,0.3694,high (>7.0%),False,100.0000,100.3617,65.2848,47.8408,39.1046,48.5394,40.9295,,,,,6635.0000,6635.0000,6659.0000,6635.0000,1811.0000,2774.0000,959.4620,109.2840,224.8540,2703.9700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,RL2fhIEEbZg__000000000_000065000,Telugu,65.0000,3,3,0.0563,mid (2.2%-7.0%],False,67.6829,67.6829,6.9444,14.2279,43.2578,14.2814,44.3120,,,,,111.0000,164.0000,111.0000,164.0000,5.0000,72.0000,3.3480,0.8920,5.0750,65.4700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,RL2fhIEEbZg__000066000_001034000,Telugu,968.0000,3,3,0.0719,high (>7.0%),False,69.2218,69.6109,7.5243,28.3998,31.7081,30.1824,31.9944,,,,,1779.0000,2570.0000,1789.0000,2570.0000,93.0000,1236.0000,115.2460,80.9310,91.4990,1012.9500,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,RWTmftezCwI__000000000_000060000,Malayalam,60.0000,2,2,0.0244,mid (2.2%-7.0%],False,75.6303,75.6303,1.6949,14.0955,15.5870,16.4524,18.4325,,,,,90.0000,119.0000,90.0000,119.0000,1.0000,59.0000,5.7510,2.2670,0.1630,58.0400,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,RZUZyvRzi80__000000000_000336000,Punjabi,336.0000,4,4,0.0001,low (<=2.2%),False,30.1382,31.5207,1.5819,2.2160,2.4239,4.6101,6.5967,,,,,327.0000,1085.0000,342.0000,1085.0000,14.0000,885.0000,3.5610,2.8750,0.7360,323.6400,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,SZ7ay4OjfAE__000000000_000897000,Telugu,897.0000,5,5+,0.1794,high (>7.0%),False,83.6035,84.8541,22.2222,37.4261,51.8001,41.3516,56.1123,,,,,1805.0000,2159.0000,1832.0000,2159.0000,160.0000,720.0000,132.7160,34.1420,211.7370,1011.5800,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,T3I2T-cfhG4__000160000_000210000,Devanagari (hi/mr),50.0000,2,2,0.0000,low (<=2.2%),False,45.6897,45.6897,0.0000,12.5548,14.2157,12.5548,14.2157,,,,,53.0000,116.0000,53.0000,116.0000,0.0000,88.0000,1.9800,3.0200,0.8970,46.9700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,TU3M6wSQV_g__000099000_000171000,Telugu,72.0000,2,2,0.0451,mid (2.2%-7.0%],False,68.5185,68.5185,7.7670,23.3924,46.9092,24.8853,46.0125,,,,,148.0000,216.0000,148.0000,216.0000,8.0000,103.0000,3.7000,4.1930,9.5460,74.5500,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,Tlha36rSd5o__000240000_000374000,Tamil,134.0000,2,2,0.0000,low (<=2.2%),False,77.9874,77.9874,0.0000,16.9273,13.9174,16.9409,13.9233,,,,,248.0000,318.0000,248.0000,318.0000,0.0000,149.0000,12.3840,7.8530,0.9340,125.0700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,TrPnW5kLAyQ__000093000_000513000,Devanagari (hi/mr),420.0000,4,4,0.0501,mid (2.2%-7.0%],False,68.8808,68.9718,4.5375,23.4346,26.1312,25.1438,28.5670,,,,,757.0000,1099.0000,758.0000,1099.0000,26.0000,573.0000,61.1570,21.6280,9.6950,394.6300,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,U_EHjxThUgc__000181000_000289000,Bengali,108.0000,3,3,0.0529,mid (2.2%-7.0%],False,44.1472,45.4849,1.4706,15.1323,18.4213,15.1323,18.4213,,,,,132.0000,299.0000,136.0000,299.0000,3.0000,204.0000,7.4260,4.6940,4.8660,112.2500,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,VHlIFsHPWbk__000023000_000470000,Odia,447.0000,4,4,0.0269,mid (2.2%-7.0%],False,53.6494,53.9503,3.0371,9.6252,12.8717,9.9013,13.0857,,,,,713.0000,1329.0000,717.0000,1329.0000,27.0000,889.0000,14.7750,11.8520,16.5690,448.7800,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,VKY0uuZ6Om8__000575000_000935000,Devanagari (hi/mr),360.0000,3,3,0.1718,high (>7.0%),False,70.2878,70.9378,5.3419,39.1258,47.8105,41.8654,49.3476,,,,,757.0000,1077.0000,764.0000,1077.0000,25.0000,468.0000,75.2310,39.0420,49.8090,419.3700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,baseline,VY_4x1scS-Y__000013000_000121000,Tamil,108.0000,4,4,0.0427,mid (2.2%-7.0%],False,94.9405,94.9405,11.8644,32.5891,39.3740,30.2275,37.1959,,,,,319.0000,336.0000,319.0000,336.0000,7.0000,59.0000,8.3650,4.6510,23.0830,110.7700,pyannote31,indicconformer__pyannote31
indicconformer,pyannote31,rule,0AEEA8NyVwY__000011000_000609000,Devanagari (hi/mr),598.0000,3,3,0.0047,low (<=2.2%),False,57.0893,57.3893,3.8037,16.5753,17.1920,15.2714,14.9164,91.0000,10.0000,12.0000,False,761.0000,1333.0000,765.0000,1333.0000,31.0000,815.0000,67.9790,15.6650,9.8740,564.2000,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,0SoItGfM_sY__000007000_000088000,Kannada,81.0000,5,5+,0.0000,low (<=2.2%),False,64.8485,64.8485,1.7391,42.9704,62.9902,45.0136,67.3810,10.0000,1.0000,1.0000,False,107.0000,165.0000,107.0000,165.0000,2.0000,115.0000,10.5540,8.0640,11.4140,69.8900,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,0VEwL9XZ0LY__000261000_000557000,Devanagari (hi/mr),296.0000,2,2,0.0355,mid (2.2%-7.0%],False,30.6987,31.5006,1.4647,20.3104,21.0992,20.5845,21.5993,23.0000,5.0000,6.0000,False,268.0000,873.0000,275.0000,873.0000,11.0000,751.0000,30.2120,17.0440,11.5080,289.3300,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,0esIFSOAcFs__000000000_000913000,Gujarati,913.0000,3,3,0.0232,mid (2.2%-7.0%],False,71.5429,71.7977,2.1486,6.5354,7.6930,6.4478,7.5162,60.0000,3.0000,6.0000,False,1966.0000,2748.0000,1973.0000,2748.0000,24.0000,1117.0000,43.3470,4.6690,12.4740,925.5800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,0p6cktLGIfY__000012000_000930000,Gujarati,918.0000,6,5+,0.0329,mid (2.2%-7.0%],False,81.1843,81.4180,5.4305,43.9190,60.1464,41.4497,57.2100,70.0000,10.0000,12.0000,False,2084.0000,2567.0000,2090.0000,2567.0000,41.0000,755.0000,134.0050,113.4210,117.6730,831.3000,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,13VBh0Z6QmE__000000000_000904000,Tamil,904.0000,4,4,0.0290,mid (2.2%-7.0%],False,98.8395,98.9596,55.7692,21.3470,34.9095,17.2247,26.8287,49.0000,12.0000,13.0000,False,2470.0000,2499.0000,2473.0000,2499.0000,58.0000,104.0000,39.5210,10.5800,139.2640,887.0800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,1LFl5JEipII__000000000_000597000,Bengali,597.0000,5,5+,0.1006,high (>7.0%),False,93.9623,94.4654,22.5641,40.4680,54.9541,35.2888,50.0067,55.0000,16.0000,22.0000,False,1494.0000,1590.0000,1502.0000,1590.0000,44.0000,195.0000,38.1100,30.3350,171.0120,591.7200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,2HGP34TNvjg__000084000_000194000,Odia,110.0000,2,2,0.0128,low (<=2.2%),False,58.7838,59.1216,2.0202,30.7129,36.1000,30.7129,36.1000,5.0000,0.0000,0.0000,False,174.0000,296.0000,175.0000,296.0000,4.0000,198.0000,13.1630,7.2360,10.9220,101.9800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,2LN6vb7EBn0__000098000_000394000,Tamil,296.0000,3,3,0.0238,mid (2.2%-7.0%],False,98.9348,99.2011,43.3333,29.8836,35.2904,29.8836,35.2904,12.0000,1.0000,2.0000,False,743.0000,751.0000,745.0000,751.0000,13.0000,30.0000,28.4740,24.3270,32.9260,286.8700,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,2T4pjueLrsk__000677000_001290000,Gujarati,613.0000,4,4,0.0342,mid (2.2%-7.0%],False,92.1348,92.0916,12.1302,46.2838,61.5917,44.0939,60.2611,59.0000,15.0000,19.0000,False,2132.0000,2314.0000,2131.0000,2314.0000,41.0000,338.0000,108.0970,59.6910,83.8200,543.6200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,2gGHQgj9yno__000000000_000099000,Gujarati,99.0000,4,4,0.0798,high (>7.0%),False,93.3333,93.3333,26.6667,39.0294,66.5912,35.5322,64.1655,6.0000,2.0000,3.0000,False,266.0000,285.0000,266.0000,285.0000,8.0000,30.0000,13.5670,9.2490,14.6600,96.0200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,2iMXYxBTwbM__000339000_000401000,Devanagari (hi/mr),62.0000,3,3,0.1275,high (>7.0%),False,96.2766,96.2766,50.0000,79.1912,80.4753,79.1912,80.4753,7.0000,0.0000,0.0000,False,181.0000,188.0000,181.0000,188.0000,13.0000,26.0000,15.1770,14.5860,15.4710,57.1200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,37dND_0r6S8__000060000_000222000,Tamil,162.0000,2,2,0.0896,high (>7.0%),False,99.8205,99.8205,0.0000,44.6981,52.7356,44.6981,52.7356,1.0000,0.0000,0.0000,False,556.0000,557.0000,556.0000,557.0000,0.0000,1.0000,18.0680,16.2060,41.1720,168.7900,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,4Qg2jWP6_T0__000136000_000202000,Punjabi,66.0000,3,3,0.2093,high (>7.0%),False,93.2331,94.3609,55.1020,74.2265,76.9781,76.0690,77.3325,14.0000,2.0000,4.0000,False,248.0000,266.0000,251.0000,266.0000,27.0000,49.0000,14.4860,10.7350,27.0270,70.3900,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,6-726qTlYeg__000102000_000162000,Malayalam,60.0000,2,2,0.1610,high (>7.0%),False,96.2617,95.3271,21.1538,57.1945,58.1972,47.3826,48.1976,11.0000,2.0000,3.0000,False,206.0000,214.0000,204.0000,214.0000,11.0000,52.0000,8.1050,9.6140,22.1170,69.6500,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,6ZeRgvDHwcI__000006000_000100000,Gujarati,94.0000,2,2,0.0125,low (<=2.2%),False,89.4180,90.4762,54.0000,67.8404,63.4160,69.9036,65.4538,11.0000,3.0000,6.0000,False,169.0000,189.0000,171.0000,189.0000,27.0000,50.0000,24.9480,9.2890,8.7060,63.3000,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,6f6TLzlP8Wk__000082000_000144000,Punjabi,62.0000,2,2,0.0510,mid (2.2%-7.0%],False,100.0000,100.0000,36.8421,58.0489,60.4695,61.9103,64.8017,26.0000,11.0000,20.0000,False,236.0000,236.0000,236.0000,236.0000,28.0000,76.0000,6.9050,9.0200,18.2600,58.8900,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,7L4gi7Ncc0s__000090000_000148000,Malayalam,58.0000,2,2,0.0000,low (<=2.2%),False,49.6000,52.8000,1.8692,15.8631,23.6233,15.8631,23.6233,5.0000,0.0000,0.0000,False,62.0000,125.0000,66.0000,125.0000,2.0000,107.0000,3.4660,2.3200,3.0450,55.6700,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,7WhVNRHbjIY__000091000_001089000,Tamil,998.0000,5,5+,0.0133,low (<=2.2%),False,95.4472,95.5681,13.4545,14.1259,23.9430,14.1259,23.9430,60.0000,6.0000,6.0000,False,2369.0000,2482.0000,2372.0000,2482.0000,37.0000,275.0000,25.0620,27.9400,87.7880,996.6800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,7YfsQPYY-W0__000351000_000411000,Odia,60.0000,2,2,0.1219,high (>7.0%),False,100.0000,100.0000,57.1429,58.7595,62.9746,58.7595,62.9746,10.0000,1.0000,1.0000,False,208.0000,208.0000,208.0000,208.0000,8.0000,14.0000,9.5790,7.1090,21.0650,64.2500,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,7c9ePKgqams__000299000_000869000,Telugu,570.0000,4,4,0.0055,low (<=2.2%),False,54.9277,56.2418,4.5161,32.8107,59.3507,33.2621,59.6742,55.0000,6.0000,6.0000,False,836.0000,1522.0000,856.0000,1522.0000,49.0000,1085.0000,35.9880,19.3630,126.1970,553.3200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,7k-xDqNjESc__000073000_000981000,Malayalam,908.0000,4,4,0.0421,mid (2.2%-7.0%],False,57.7937,66.5476,12.1347,34.7342,66.5593,34.7812,66.6269,58.0000,4.0000,5.0000,False,1294.0000,2239.0000,1490.0000,2239.0000,191.0000,1574.0000,117.5840,53.7710,140.4160,897.5900,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,83gP2vLH7UY__000255000_002005000,Devanagari (hi/mr),1750.0000,5,5+,0.2022,high (>7.0%),False,66.9598,67.1323,5.5947,32.5304,31.7052,32.7789,32.0697,183.0000,20.0000,29.0000,False,3883.0000,5799.0000,3893.0000,5799.0000,151.0000,2699.0000,272.5080,194.1510,198.1380,2043.6200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,86mMTUeDiR8__000181000_001079000,Bengali,898.0000,5,5+,0.0517,mid (2.2%-7.0%],False,86.4187,89.3857,25.9843,56.3674,67.0872,54.8152,65.8031,81.0000,21.0000,31.0000,False,2068.0000,2393.0000,2139.0000,2393.0000,132.0000,508.0000,152.1350,113.0060,198.8470,823.1500,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,87Zbup3ohcw__000106000_000445000,Tamil,339.0000,4,4,0.0152,low (<=2.2%),False,75.9680,77.7036,3.6913,22.1496,34.8802,22.2867,34.9344,28.0000,2.0000,2.0000,False,569.0000,749.0000,582.0000,749.0000,11.0000,298.0000,36.8060,17.7920,16.3140,320.1500,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,8Ve4SWhlrrA__000000000_000070000,Odia,70.0000,2,2,0.0000,low (<=2.2%),False,24.8120,25.5639,0.8000,8.0693,53.9211,8.0693,53.9211,4.0000,0.0000,0.0000,False,33.0000,133.0000,34.0000,133.0000,1.0000,125.0000,3.0680,0.0260,2.0550,63.8100,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,8mvORuRHw2U__000000000_001197000,Gujarati,1197.0000,4,4,0.0417,mid (2.2%-7.0%],False,83.5052,83.5624,6.5217,19.6757,23.8370,15.9192,17.6318,78.0000,12.0000,16.0000,False,2916.0000,3492.0000,2918.0000,3492.0000,51.0000,782.0000,99.9830,42.6110,85.5100,1159.3200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,8o7jKmq6HsM__000030000_001770000,Devanagari (hi/mr),1740.0000,6,5+,0.0471,mid (2.2%-7.0%],False,81.6273,81.7585,4.7973,19.0741,20.9746,16.2027,15.6639,205.0000,18.0000,23.0000,False,3732.0000,4572.0000,3738.0000,4572.0000,71.0000,1480.0000,115.6530,110.2780,111.1580,1767.2600,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,8pkp-lpMJP0__000326000_000926000,Telugu,600.0000,8,5+,0.2032,high (>7.0%),False,80.8469,81.3681,12.1784,44.1448,70.8568,41.0039,68.1807,99.0000,24.0000,32.0000,False,1241.0000,1535.0000,1249.0000,1535.0000,71.0000,583.0000,99.7040,33.5850,174.1710,696.4800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,8r2Nltl0W4o__000259000_000320000,Punjabi,61.0000,2,2,0.0227,mid (2.2%-7.0%],False,51.7787,51.7787,0.0000,18.0628,57.4832,18.0628,57.4832,2.0000,0.0000,0.0000,False,131.0000,253.0000,131.0000,253.0000,0.0000,159.0000,3.7480,2.0360,5.2000,60.8100,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,90uAd6xpTPo__000016000_000408000,Devanagari (hi/mr),392.0000,4,4,0.0067,low (<=2.2%),False,100.0000,100.0000,84.1155,7.7853,8.0297,7.9166,8.1817,42.0000,6.0000,12.0000,False,1212.0000,1212.0000,1212.0000,1212.0000,699.0000,831.0000,9.3160,13.1440,6.0140,365.7400,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,9Aw8kg8w5Xo__000000000_000083000,Telugu,83.0000,4,4,0.0216,low (<=2.2%),False,57.7889,57.7889,0.8333,8.2743,53.3001,8.2743,53.3001,5.0000,0.0000,0.0000,False,115.0000,199.0000,115.0000,199.0000,1.0000,120.0000,3.7600,1.6490,1.3660,81.8800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,9_GMxc_JjyI__000236000_000368000,Kannada,132.0000,2,2,0.0602,mid (2.2%-7.0%],False,57.4124,58.4906,3.0888,23.2460,55.5839,23.2460,55.5839,8.0000,0.0000,0.0000,False,213.0000,371.0000,217.0000,371.0000,8.0000,259.0000,11.6670,10.6040,9.7550,137.7700,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,ARCKJrGkITw__000014000_000496000,Telugu,482.0000,3,3,0.0844,high (>7.0%),False,57.0182,57.8909,5.4765,35.8455,42.0690,35.5671,41.7095,50.0000,9.0000,11.0000,False,784.0000,1375.0000,796.0000,1375.0000,50.0000,913.0000,49.0290,28.5990,103.9580,506.5800,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,ARZl7LT0UC0__000073000_000130000,Telugu,57.0000,3,3,0.0905,high (>7.0%),False,90.1961,90.8497,22.9167,27.4142,41.2319,27.4142,41.2319,10.0000,2.0000,3.0000,False,138.0000,153.0000,139.0000,153.0000,11.0000,48.0000,6.2140,2.9810,7.6510,61.4500,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,A_dohDOK6Ic__000000000_000600000,Devanagari (hi/mr),600.0000,3,3,0.0048,low (<=2.2%),False,100.0000,100.0000,60.1637,7.4944,8.6213,6.1273,6.1594,62.0000,1.0000,1.0000,False,1829.0000,1829.0000,1829.0000,1829.0000,441.0000,733.0000,31.5930,2.7380,9.0030,578.2200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,B2ScTgeIIck__000117000_000180000,Odia,63.0000,2,2,0.0879,high (>7.0%),False,74.7126,76.4368,11.9403,42.4617,47.7478,32.7229,34.8089,11.0000,5.0000,8.0000,False,130.0000,174.0000,133.0000,174.0000,8.0000,67.0000,10.1360,4.5180,13.6340,66.6200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,BGAAfht5dYw__000000000_000612000,Gujarati,612.0000,4,4,0.1350,high (>7.0%),False,100.0000,100.1900,49.1453,34.6655,46.5605,27.8023,38.1878,74.0000,19.0000,21.0000,False,2105.0000,2105.0000,2109.0000,2105.0000,115.0000,234.0000,60.1300,13.6200,161.4970,678.6200,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,BYLcUGNB_zM__000020000_001387000,Kannada,1367.0000,4,4,0.0054,low (<=2.2%),False,52.6316,52.7837,1.5115,11.4642,14.7643,11.5579,14.9686,81.0000,7.0000,7.0000,False,1730.0000,3287.0000,1735.0000,3287.0000,38.0000,2514.0000,51.5660,29.3010,71.7450,1331.2100,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,Bngfppo1QtA__000028000_000927000,Telugu,899.0000,5,5+,0.1261,high (>7.0%),False,84.2020,84.6906,10.0000,52.3176,54.2308,50.6974,52.6394,94.0000,22.0000,27.0000,False,2068.0000,2456.0000,2080.0000,2456.0000,70.0000,700.0000,154.6960,127.3890,242.5930,1002.8700,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,CO_8ppdzq9U__000000000_000695000,Tamil,695.0000,4,4,0.0186,low (<=2.2%),False,80.3268,80.9554,9.4851,15.3287,20.4182,13.9565,17.9228,69.0000,11.0000,18.0000,False,1278.0000,1591.0000,1288.0000,1591.0000,70.0000,738.0000,49.4670,5.3610,45.1670,652.3400,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,Cku_X_SL7qU__000060000_000660000,Gujarati,600.0000,3,3,0.1022,high (>7.0%),False,100.0000,100.0000,36.9159,71.1453,60.6805,65.8813,55.4718,46.0000,11.0000,15.0000,False,1778.0000,1778.0000,1778.0000,1778.0000,79.0000,214.0000,112.5730,159.0050,81.5800,496.3900,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,DPmew0didIM__000191000_000512000,Telugu,321.0000,5,5+,0.0620,mid (2.2%-7.0%],False,65.1042,65.8854,6.3529,38.2575,55.7329,38.4862,56.2543,41.0000,6.0000,7.0000,False,500.0000,768.0000,506.0000,768.0000,27.0000,425.0000,46.6660,29.1820,49.1010,326.6000,indicconformer__pyannote31+rule,indicconformer__pyannote31
indicconformer,pyannote31,rule,EmsKkNN2Me4__000035000_000095000,Malayalam,60.0000,2,2,0.0471,mid (2.2%-7.0%],False,87.1508,87.1508,20.7547,51.2395,56.3622,50.1121,54.1358,15.0000,9.0000,14.0000,False,156.0000,179.0000,156.0000,179.0000,11.0000,53.0000,5.5710,6.9510,18.5650,60.6700,indicconformer__pyannote31+rule,indicconformer__pyannote31
